Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
37,1758455429097,21/09/2025 11:50,1758459029097,1,21/09/2025 13:50,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,15,post_single,post,yruilm,1,continue,,1781.699999999837,1766.8000000000466,1781.699999999837,1781.699999999837,1766.8000000000466,1781.699999999837,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,,453,3,322,,225,,,,,,,sm_2,3,filler,,,
38,1758455466581,21/09/2025 11:51,1758459066581,1,21/09/2025 13:51,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,16,post_single,post,yruilm,1,continue,,37500.39999999979,37485.09999999998,37500.39999999979,37500.39999999979,37485.09999999998,37500.39999999979,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
39,1758455518762,21/09/2025 11:51,1758459118762,1,21/09/2025 13:51,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,memory instructions,instr,lposw7,1,continue,,52199,52185.5,52199,52199,52185.5,52199,1,0,0,,Click To Continue,Continue Button,2,object-42,memory instructions,,,,,,,,,,,,,,,,,test_2,,,,,
40,1758455520716,21/09/2025 11:52,1758459120716,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,ISI,jb9xyl,1,continue,,1966.9000000000233,1966.9000000000233,1966.9000000000233,1966.9000000000233,1966.9000000000233,1966.9000000000233,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all
41,1758455522780,21/09/2025 11:52,1758459122780,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,false,2064.0999999999767,2050.0999999999767,2064.0999999999767,2064.0999999999767,2050.0999999999767,2064.0999999999767,0,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all
42,1758455524130,21/09/2025 11:52,1758459124130,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,next,3414.7000000005355,3400,3414.7000000005355,3414.7000000005355,3400,3414.7000000005355,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all
43,1758455526084,21/09/2025 11:52,1758459126084,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,test item,ISI,jb9xyl,1,continue,,1966.7999999999302,1966.7999999999302,1966.7999999999302,1966.7999999999302,1966.7999999999302,1966.7999999999302,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees
44,1758455528680,21/09/2025 11:52,1758459128680,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,test item,test,ruwiaf,2,response,true,2597.8000000000466,2583.70000000007,2597.8000000000466,2597.8000000000466,2583.70000000007,2597.8000000000466,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees
45,1758455529980,21/09/2025 11:52,1758459129980,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,test item,test,ruwiaf,2,response,next,3897.700000000419,3883.70000000007,3897.700000000419,3897.700000000419,3883.70000000007,3897.700000000419,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees
46,1758455531933,21/09/2025 11:52,1758459131933,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,test item,ISI,jb9xyl,1,continue,,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
47,1758455533412,21/09/2025 11:52,1758459133412,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,test item,test,ruwiaf,2,response,false,1480.4000000003725,1465.9000000000233,1480.4000000003725,1480.4000000003725,1465.9000000000233,1480.4000000003725,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
48,1758455534730,21/09/2025 11:52,1758459134730,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,test item,test,ruwiaf,2,response,next,2797.9000000003725,2783.5,2797.9000000003725,2797.9000000003725,2783.5,2797.9000000003725,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
49,1758455536683,21/09/2025 11:52,1758459136683,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,8,test item,ISI,jb9xyl,1,continue,,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day
50,1758455538247,21/09/2025 11:52,1758459138247,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,8,test item,test,ruwiaf,2,response,false,1564.8000000005122,1550.1999999999534,1564.8000000005122,1564.8000000005122,1550.1999999999534,1564.8000000005122,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_2,4,,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day
51,1758455539179,21/09/2025 11:52,1758459139179,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,8,test item,test,ruwiaf,2,response,next,2496.999999999767,2483.29999999993,2496.999999999767,2496.999999999767,2483.29999999993,2496.999999999767,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day
52,1758455539181,21/09/2025 11:52,1758459139181,1,21/09/2025 13:52,238955,3,task-v8r9,,49329669,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,,,,,,,info,END,,,581673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758455093955,21/09/2025 11:44,1758458693955,1,21/09/2025 13:44,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1758455107869,21/09/2025 11:45,1758458707869,1,21/09/2025 13:45,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,sm instructions,instr,3y5lbv,1,continue,,13936.315999999999,13931.115999999998,13936.315999999999,13936.315999999999,13931.115999999998,13936.315999999999,1,0,0,,Click To Continue,Continue Button,2,object-23,sm instructions,,,,,,,,,,,,,,,,,sm_1,,,,,
3,1758455142718,21/09/2025 11:45,1758458742718,1,21/09/2025 13:45,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,post_single,post,yruilm,1,continue,,34852.60000000596,34846.8,34852.60000000596,34852.60000000596,34846.8,34852.60000000596,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,,3,22,,,,,,,,sm_1,1,filler_test,,,
4,1758455225133,21/09/2025 11:47,1758458825133,1,21/09/2025 13:47,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,post_single,post,yruilm,1,continue,,82423.30000000595,82408.4,82423.30000000595,82423.30000000595,82408.4,82423.30000000595,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,,125,32,,45,,,,,,sm_1,1,filler_test,,,
5,1758455352860,21/09/2025 11:49,1758458952860,1,21/09/2025 13:49,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,action,like,127736.70000000001,127736.70000000001,127742.40000000596,127736.70000000001,127736.70000000001,127742.40000000596,1,5.700000005948823,0,react,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,,76,,45,,,55,,,,,,sm_1,1,filler_test,,,
6,1758455370329,21/09/2025 11:49,1758458970329,1,21/09/2025 13:49,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,continue,,145211.59999999404,145201.5,145211.59999999404,145211.59999999404,145201.5,145211.59999999404,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,,76,,45,,,55,,,,,,sm_1,1,filler_test,,,
7,1758455370334,21/09/2025 11:49,1758458970334,1,21/09/2025 13:49,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,response,like,127736.70000000001,145201.5,145216.59999999404,127736.70000000001,145201.5,145216.59999999404,1,17479.899999994028,0,react,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,,76,,45,,,55,,,,,,sm_1,1,filler_test,,,
8,1758455428664,21/09/2025 11:50,1758459028664,1,21/09/2025 13:50,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,post_single,post,yruilm,1,continue,,58343.899999999965,58327.29999999999,58343.899999999965,58343.899999999965,58327.29999999999,58343.899999999965,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,5,55,,,,,,,,,sm_1,1,filler_test,,,
9,1758455441634,21/09/2025 11:50,1758459041634,1,21/09/2025 13:50,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,post_single,post,yruilm,1,action,heart,12982,12982,12988.299999994051,12982,12982,12988.299999994051,1,6.299999994051177,0,react,Social Media,Social Media,1,object-19,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,,,,,,,,,,,,sm_1,1,filler,,,
10,1758455443926,21/09/2025 11:50,1758459043926,1,21/09/2025 13:50,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,post_single,post,yruilm,1,action,like,15264.900000000023,15264.900000000023,15279.400000002992,15264.900000000023,15264.900000000023,15279.400000002992,1,14.50000000296859,0,react,Social Media,Social Media,1,object-19,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,,,,,,,,,,,,sm_1,1,filler,,,
11,1758455450592,21/09/2025 11:50,1758459050592,1,21/09/2025 13:50,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,post_single,post,yruilm,1,continue,,21946.100000005972,21930.600000000035,21946.100000005972,21946.100000005972,21930.600000000035,21946.100000005972,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,,,,,,,,,,,,sm_1,1,filler,,,
12,1758455450593,21/09/2025 11:50,1758459050593,1,21/09/2025 13:50,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,post_single,post,yruilm,1,response,like,15264.900000000023,21930.600000000035,21946.99999999703,15264.900000000023,21930.600000000035,21946.99999999703,1,6682.099999997008,0,react,Social Media,Social Media,1,object-19,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,,,,,,,,,,,,sm_1,1,filler,,,
13,1758455472674,21/09/2025 11:51,1758459072674,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,post_single,post,yruilm,1,action,disgust,22081.399999999965,22081.399999999965,22097.300000002957,22081.399999999965,22081.399999999965,22097.300000002957,1,15.900000002991874,0,react,Social Media,Social Media,1,object-19,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,126,,2453,12,1,,14,,,,,sm_1,1,filler,,,
14,1758455475273,21/09/2025 11:51,1758459075273,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,post_single,post,yruilm,1,continue,,24696.899999996996,24681,24696.899999996996,24696.899999996996,24681,24696.899999996996,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,126,,2453,12,1,,14,,,,,sm_1,1,filler,,,
15,1758455475274,21/09/2025 11:51,1758459075274,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,post_single,post,yruilm,1,response,disgust,22081.399999999965,24681,24697.500000005937,22081.399999999965,24681,24697.500000005937,1,2616.100000005972,0,react,Social Media,Social Media,1,object-19,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,126,,2453,12,1,,14,,,,,sm_1,1,filler,,,
